id,client,entrepot,categorie_produit,date_expedition,poids_kg,delai_livraison_jours,cout_transport_eur,statut
19154,MedioTex,Lille,Textile,2025-02-10,44.49,4,49.18,Livree
19155,FreshMarket,Lille,Alimentaire,2024-01-18,0.33,4,32.02,Livree
19156,FreshMarket,Marseille,Alimentaire,2024-01-09,33.77,2,65.6,Livree
19157,FreshMarket,Marseille,Alimentaire,2025-04-05,13.34,4,69.53,Livree
19158,NordDrive,Lille,Pieces auto,2025-08-04,7.73,4,75.11,Livree
19159,FreshMarket,Lyon,Alimentaire,2024-07-31,9.72,5,51.69,Livree
19160,MedioTex,Lille,Textile,2023-10-31,24.59,1,28.55,Retardee
19161,FreshMarket,Lyon,Alimentaire,2026-03-25,27.16,4,14.65,Livree
19162,MedioTex,Lille,Textile,2023-12-30,23.35,1,12.21,Livree
19163,FreshMarket,Marseille,Alimentaire,2026-07-13,10.98,1,71.51,Livree
19164,MedioTex,Lille,Textile,2026-01-13,12.91,1,83.94,Livree
19165,NordDrive,Lyon,Pieces auto,2022-04-04,41.4,2,32.08,Livree
19166,FreshMarket,Lyon,Alimentaire,2025-02-23,36.14,2,15.91,Livree
19167,FreshMarket,Lyon,Alimentaire,2026-01-20,37.76,3,24.22,Retardee
19168,FreshMarket,Lille,Alimentaire,2026-01-11,8.38,1,23.25,Livree
19169,MedioTex,Lille,Textile,2025-06-08,11.68,1,25.72,Livree
19170,NordDrive,Lyon,Pieces auto,2024-05-31,23.37,2,18.53,Livree
19171,MedioTex,Lille,Textile,2022-06-19,11.18,2,45.58,Livree
19172,MedioTex,Lille,Textile,2025-08-10,5.03,4,75.77,Livree
19173,NordDrive,Lyon,Pieces auto,2026-07-12,14.56,1,66.34,Livree
19174,NordDrive,Lyon,Pieces auto,2024-04-18,15.95,1,72.35,Livree
19175,FreshMarket,Lille,Alimentaire,2025-03-29,21.68,3,11.7,Livree
19176,NordDrive,Marseille,Pieces auto,2024-09-09,16.84,2,77.42,Livree
19177,MedioTex,Lyon,Textile,2024-10-04,3.1,1,10.42,Livree
19178,MedioTex,Marseille,Textile,2025-11-24,14.88,1,31.33,Livree
19179,MedioTex,Lyon,Textile,2025-09-26,21.45,3,37.91,Livree
19180,NordDrive,Lille,Pieces auto,2022-03-30,42.36,4,69.34,Livree
19181,MedioTex,Marseille,Textile,2023-04-09,42.02,2,81.57,Retardee
19182,MedioTex,Marseille,Textile,2023-09-20,2.33,2,86.21,Livree
19183,FreshMarket,Lyon,Alimentaire,2026-07-24,35.82,1,13.93,Livree
19184,MedioTex,Marseille,Textile,2022-04-21,23.76,1,77.94,Retardee
19185,FreshMarket,Lyon,Alimentaire,2023-12-09,27.52,1,41.63,Livree
19186,MedioTex,Marseille,Textile,2025-07-28,30.14,2,49.92,Retardee
19187,NordDrive,Lille,Pieces auto,2023-07-31,6.23,3,78.59,Livree
19188,FreshMarket,Marseille,Alimentaire,2022-04-24,38.22,2,55.79,Livree
19189,MedioTex,Lille,Textile,2023-05-16,18.96,3,62.59,Livree
19190,NordDrive,Lyon,Pieces auto,2026-01-17,16.03,4,58.57,Livree
19191,NordDrive,Marseille,Pieces auto,2024-10-16,27.11,3,16.34,Retardee
19192,MedioTex,Lille,Textile,2022-02-07,26.15,4,79.88,Livree
19193,FreshMarket,Lille,Alimentaire,2025-05-14,12.72,3,11.73,Retardee
19194,MedioTex,Lyon,Textile,2022-04-30,21.34,3,22.75,Livree
19195,NordDrive,Marseille,Pieces auto,2024-05-18,44.99,1,75.91,Retardee
19196,FreshMarket,Lyon,Alimentaire,2026-06-25,10.46,1,23.08,Livree
19197,NordDrive,Marseille,Pieces auto,2024-05-20,11.81,2,10.04,Livree
19198,MedioTex,Marseille,Textile,2023-04-02,44.24,2,76.22,Retardee
19199,FreshMarket,Marseille,Alimentaire,2025-05-05,27.9,2,22.57,Livree
19200,FreshMarket,Lyon,Alimentaire,2022-11-07,36.39,2,43.94,Livree
19201,FreshMarket,Marseille,Alimentaire,2023-12-01,3.03,2,77.05,Livree
19202,FreshMarket,Lyon,Alimentaire,2024-02-11,5.67,3,23.89,Livree
19203,FreshMarket,Lyon,Alimentaire,2024-06-06,2.6,2,73.54,Livree
19204,FreshMarket,Lille,Alimentaire,2025-04-05,41.4,3,52.27,Livree
19205,FreshMarket,Marseille,Alimentaire,2025-07-09,2.51,3,76.58,Livree
19206,FreshMarket,Lyon,Alimentaire,2025-04-10,21.64,3,72.56,Livree
19207,FreshMarket,Lyon,Alimentaire,2025-10-12,10.94,2,28.77,Livree
19208,FreshMarket,Lille,Alimentaire,2022-11-26,10.95,2,58.2,Retardee
19209,FreshMarket,Lyon,Alimentaire,2026-05-13,16.35,1,22.5,Livree
19210,FreshMarket,Lille,Alimentaire,2024-03-19,33.41,2,27.55,Livree
19211,NordDrive,Lyon,Pieces auto,2026-07-13,31.56,3,60.67,Livree
19212,FreshMarket,Lille,Alimentaire,2026-01-02,38.2,2,79.6,Livree
19213,MedioTex,Lyon,Textile,2023-03-09,5.51,2,24.44,Livree
19214,MedioTex,Lille,Textile,2023-05-02,26.3,1,62.52,Livree
19215,NordDrive,Lille,Pieces auto,2025-11-16,4.17,3,62.49,Livree
19216,NordDrive,Marseille,Pieces auto,2025-09-08,0.7,1,58.83,Livree
19217,NordDrive,Marseille,Pieces auto,2024-01-07,41.57,3,85.85,Livree
19218,MedioTex,Lille,Textile,2023-06-14,41.41,1,69.86,Retardee
19219,MedioTex,Lille,Textile,2025-09-25,38.82,1,85.6,Livree
19220,NordDrive,Lyon,Pieces auto,2025-09-19,13.93,3,32.67,Livree
19221,NordDrive,Lille,Pieces auto,2024-07-10,24.52,3,55.22,Livree
19222,MedioTex,Marseille,Textile,2022-04-20,11.83,1,67.79,Livree
19223,NordDrive,Lille,Pieces auto,2022-04-12,28.06,4,73.69,Livree
19224,NordDrive,Lyon,Pieces auto,2022-03-01,7.15,3,34.83,Livree
19225,NordDrive,Lyon,Pieces auto,2024-12-23,35.24,3,67.96,Livree
19226,MedioTex,Marseille,Textile,2024-02-28,40.69,1,45.91,Livree
19227,NordDrive,Marseille,Pieces auto,2022-08-03,8.05,4,39.01,Livree
19228,NordDrive,Marseille,Pieces auto,2024-05-04,27.77,2,52.96,Livree
19229,NordDrive,Lille,Pieces auto,2025-05-13,24.31,1,42.98,Livree
19230,MedioTex,Marseille,Textile,2024-08-10,30.9,1,30.22,Livree
19231,FreshMarket,Lille,Alimentaire,2023-07-02,8.23,2,80.93,Livree
19232,FreshMarket,Lyon,Alimentaire,2025-12-28,31.12,2,51.5,Livree
19233,MedioTex,Marseille,Textile,2022-11-09,29.15,3,86.56,Livree
19234,MedioTex,Marseille,Textile,2022-10-12,0.73,2,77.44,Livree
19235,NordDrive,Lille,Pieces auto,2023-08-15,1.26,2,18.35,Livree
19236,MedioTex,Lille,Textile,2025-10-21,4.67,1,25.77,Livree
19237,FreshMarket,Lyon,Alimentaire,2024-11-01,43.82,2,43.91,Livree
19238,MedioTex,Marseille,Textile,2025-02-07,7.09,2,73.23,Livree
19239,FreshMarket,Lyon,Alimentaire,2022-05-31,15.78,4,25.2,Livree
19240,MedioTex,Lyon,Textile,2024-10-10,30.34,2,46.42,Livree
19241,MedioTex,Lille,Textile,2025-02-07,17.36,2,37.24,Livree
19242,MedioTex,Lyon,Textile,2023-03-11,3.35,2,23.41,Retardee
19243,FreshMarket,Marseille,Alimentaire,2026-04-25,39.27,1,54.61,Livree
19244,FreshMarket,Lyon,Alimentaire,2026-07-11,40.81,2,75.71,Livree
19245,FreshMarket,Lille,Alimentaire,2022-12-31,26.71,3,59.21,Livree
19246,NordDrive,Marseille,Pieces auto,2022-06-22,41.58,2,74.88,Livree
19247,NordDrive,Lille,Pieces auto,2022-07-19,8.5,2,26.42,Livree
19248,FreshMarket,Lyon,Alimentaire,2022-10-01,23.73,3,75.56,Incident
19249,FreshMarket,Marseille,Alimentaire,2026-05-08,1.52,1,48.08,Livree
19250,NordDrive,Lille,Pieces auto,2024-06-18,40.06,1,65.45,Livree
19251,FreshMarket,Lyon,Alimentaire,2022-04-15,6.5,1,54.17,Incident
19252,NordDrive,Lille,Pieces auto,2023-01-17,27.47,1,9.78,Livree
19253,MedioTex,Lille,Textile,2026-01-08,4.97,2,75.04,Livree
19254,NordDrive,Marseille,Pieces auto,2023-06-12,35.01,2,81.86,Retardee
19255,MedioTex,Marseille,Textile,2024-05-05,1.38,1,48.96,Livree
19256,NordDrive,Marseille,Pieces auto,2022-10-13,1.25,3,16.67,Livree
19257,NordDrive,Lille,Pieces auto,2026-04-26,24.41,1,49.31,Livree
19258,FreshMarket,Lyon,Alimentaire,2024-10-20,41.38,2,55.7,Livree
19259,NordDrive,Lyon,Pieces auto,2022-09-18,26.78,1,38.09,Retardee
19260,MedioTex,Marseille,Textile,2025-07-04,17.01,4,53.48,Livree
19261,FreshMarket,Lyon,Alimentaire,2024-11-15,14.94,3,14.46,Retardee
19262,MedioTex,Lyon,Textile,2024-04-15,8.3,1,33.24,Livree
19263,MedioTex,Lille,Textile,2026-01-21,32.19,3,85.28,Livree
19264,MedioTex,Marseille,Textile,2023-03-21,3.28,4,48.2,Livree
19265,NordDrive,Lille,Pieces auto,2024-02-11,15.74,3,74.43,Livree
19266,FreshMarket,Marseille,Alimentaire,2022-10-18,11.2,2,61.19,Livree
19267,NordDrive,Marseille,Pieces auto,2023-12-23,25.39,1,60.17,Livree
19268,NordDrive,Lyon,Pieces auto,2024-04-28,10.24,2,37.92,Livree
19269,FreshMarket,Lille,Alimentaire,2022-12-27,20.17,1,68.66,Incident
19270,MedioTex,Lyon,Textile,2022-08-28,20.75,2,65.3,Livree
19271,FreshMarket,Marseille,Alimentaire,2025-04-02,38.12,2,18.93,Livree
19272,MedioTex,Marseille,Textile,2025-04-24,42.13,2,10.42,Livree
19273,FreshMarket,Lille,Alimentaire,2023-06-10,36.79,2,33.23,Livree
19274,MedioTex,Lille,Textile,2026-02-12,10.35,3,47.47,Livree
19275,MedioTex,Marseille,Textile,2026-05-01,32.71,1,34.32,Livree
19276,MedioTex,Marseille,Textile,2025-05-10,32.99,1,60.34,Livree
19277,NordDrive,Lille,Pieces auto,2023-06-19,6.58,1,83.43,Livree
19278,NordDrive,Marseille,Pieces auto,2022-12-10,22.85,1,74.02,Livree
19279,MedioTex,Lyon,Textile,2024-08-24,5.03,4,31.86,Livree
19280,NordDrive,Lyon,Pieces auto,2026-06-08,3.03,1,39.38,Livree
19281,NordDrive,Lyon,Pieces auto,2024-03-05,42.76,2,39.02,Livree
19282,MedioTex,Marseille,Textile,2025-04-03,39.76,2,40.04,Livree
19283,FreshMarket,Lyon,Alimentaire,2025-01-01,34.81,2,76.08,Livree
19284,MedioTex,Marseille,Textile,2026-07-31,39.17,2,16.27,Livree
19285,MedioTex,Lille,Textile,2025-08-12,4.6,3,28.58,Livree
19286,MedioTex,Lille,Textile,2022-05-04,35.85,3,68.46,Livree
19287,FreshMarket,Marseille,Alimentaire,2025-10-26,9.03,4,71.24,Incident
19288,NordDrive,Lyon,Pieces auto,2022-06-08,20.75,1,30.58,Livree
19289,MedioTex,Lille,Textile,2022-04-20,31.35,2,30.62,Livree
19290,FreshMarket,Lyon,Alimentaire,2026-05-22,37.87,2,39.72,Livree
19291,NordDrive,Marseille,Pieces auto,2022-01-09,29.06,1,20.23,Livree
19292,MedioTex,Lyon,Textile,2025-06-21,39.34,5,44.75,Retardee
19293,FreshMarket,Lille,Alimentaire,2024-09-17,38.57,3,48.83,Livree
19294,FreshMarket,Lyon,Alimentaire,2022-03-14,39.12,3,43.74,Livree
19295,MedioTex,Marseille,Textile,2024-06-14,25.53,1,44.85,Livree
19296,NordDrive,Lille,Pieces auto,2024-03-26,12.52,2,39.88,Retardee
19297,FreshMarket,Lyon,Alimentaire,2024-08-25,33.05,2,45.78,Livree
19298,NordDrive,Lille,Pieces auto,2022-04-11,17.42,1,24.81,Livree
19299,MedioTex,Marseille,Textile,2026-01-03,31.41,4,14.8,Livree
19300,NordDrive,Lyon,Pieces auto,2025-04-21,44.09,1,24.95,Livree
19301,MedioTex,Lille,Textile,2023-04-16,29.19,4,63.82,Livree
19302,MedioTex,Lille,Textile,2026-01-19,43.29,1,36.49,Livree
19303,MedioTex,Lyon,Textile,2023-07-31,31.19,1,78.59,Livree
19304,FreshMarket,Lyon,Alimentaire,2023-08-11,5.49,4,15.43,Livree
19305,FreshMarket,Lyon,Alimentaire,2026-03-23,36.35,3,25.64,Retardee
19306,NordDrive,Marseille,Pieces auto,2024-12-13,9.17,2,62.16,Retardee
19307,FreshMarket,Lyon,Alimentaire,2024-05-22,12.31,1,37.08,Livree
19308,NordDrive,Lyon,Pieces auto,2024-06-11,43.02,1,69.44,Retardee
19309,MedioTex,Lille,Textile,2022-08-10,16.18,3,49.32,Livree
19310,NordDrive,Lille,Pieces auto,2023-05-30,22.06,2,52.97,Livree
19311,FreshMarket,Lille,Alimentaire,2022-08-18,34.36,3,34.44,Livree
19312,NordDrive,Marseille,Pieces auto,2023-04-10,6.92,1,70.84,Livree
19313,NordDrive,Lyon,Pieces auto,2026-04-10,16.83,3,20.5,Livree
19314,MedioTex,Lyon,Textile,2024-08-10,1.87,3,10.88,Livree
19315,FreshMarket,Marseille,Alimentaire,2026-01-21,7.42,1,31.97,Livree
19316,MedioTex,Lille,Textile,2022-10-29,43.74,1,23.88,Livree
19317,FreshMarket,Lille,Alimentaire,2026-03-08,25.02,1,8.76,Livree
19318,FreshMarket,Marseille,Alimentaire,2024-03-13,30.68,3,86.33,Livree
19319,MedioTex,Lyon,Textile,2025-11-23,38.48,4,62.39,Livree
19320,MedioTex,Lyon,Textile,2022-04-05,5.37,2,34.14,Livree
19321,FreshMarket,Lille,Alimentaire,2022-02-22,4.41,4,61.53,Livree
19322,MedioTex,Marseille,Textile,2024-07-29,41.68,3,57.85,Livree
19323,MedioTex,Marseille,Textile,2025-08-11,9.32,3,49.73,Retardee
19324,FreshMarket,Lille,Alimentaire,2023-06-20,43.13,2,84.11,Livree
19325,NordDrive,Marseille,Pieces auto,2026-01-17,22.26,4,11.21,Livree
19326,FreshMarket,Lyon,Alimentaire,2025-11-03,39.34,2,81.39,Livree
19327,FreshMarket,Lille,Alimentaire,2022-08-13,33.55,3,84.54,Livree
19328,NordDrive,Lille,Pieces auto,2023-04-02,0.86,1,29.52,Livree
19329,NordDrive,Marseille,Pieces auto,2022-09-29,41.58,1,82.86,Livree
19330,MedioTex,Marseille,Textile,2024-04-09,0.52,2,74.95,Livree
19331,FreshMarket,Lyon,Alimentaire,2026-04-06,13.35,1,66.53,Livree
19332,MedioTex,Lille,Textile,2023-01-29,36.03,1,39.69,Livree
19333,MedioTex,Lille,Textile,2025-07-16,1.13,2,43.2,Retardee
19334,NordDrive,Marseille,Pieces auto,2022-02-10,15.27,4,52.36,Livree
19335,FreshMarket,Lyon,Alimentaire,2023-12-22,6.04,3,11.76,Livree
19336,NordDrive,Lyon,Pieces auto,2024-01-01,27.98,2,78.62,Livree
19337,MedioTex,Lyon,Textile,2024-08-25,0.89,3,12.79,Livree
19338,MedioTex,Marseille,Textile,2025-10-26,15.34,2,78.84,Livree
19339,FreshMarket,Lyon,Alimentaire,2025-11-19,23.0,4,91.42,Livree
19340,NordDrive,Marseille,Pieces auto,2024-05-18,1.2,2,46.7,Livree
19341,FreshMarket,Lille,Alimentaire,2024-12-05,41.8,1,8.72,Livree
19342,MedioTex,Lyon,Textile,2023-08-10,40.0,1,26.48,Livree
19343,FreshMarket,Lyon,Alimentaire,2023-06-30,28.66,3,59.55,Livree
19344,FreshMarket,Lille,Alimentaire,2025-02-02,17.2,2,57.64,Livree
19345,MedioTex,Lille,Textile,2022-03-28,17.04,3,56.62,Livree
19346,NordDrive,Lyon,Pieces auto,2023-04-29,44.14,2,72.13,Livree
19347,FreshMarket,Lille,Alimentaire,2024-03-17,6.62,4,48.94,Retardee
19348,NordDrive,Lyon,Pieces auto,2023-10-25,43.48,2,62.36,Livree
19349,NordDrive,Lille,Pieces auto,2024-03-10,10.92,3,23.46,Livree
19350,NordDrive,Lille,Pieces auto,2022-02-08,14.66,1,52.48,Livree
19351,NordDrive,Lyon,Pieces auto,2024-12-01,43.14,5,36.8,Retardee
19352,FreshMarket,Lyon,Alimentaire,2025-03-31,7.02,1,33.63,Livree
19353,FreshMarket,Marseille,Alimentaire,2023-10-18,11.55,4,40.68,Livree
19354,MedioTex,Marseille,Textile,2022-05-18,29.12,3,21.74,Livree
19355,NordDrive,Lyon,Pieces auto,2025-09-24,35.88,4,72.43,Livree
19356,FreshMarket,Marseille,Alimentaire,2022-12-28,15.48,3,80.12,Livree
19357,MedioTex,Marseille,Textile,2025-06-10,21.3,2,40.72,Livree
19358,MedioTex,Marseille,Textile,2022-03-23,11.57,1,42.52,Livree
19359,FreshMarket,Lille,Alimentaire,2026-06-11,5.89,3,80.73,Livree
19360,FreshMarket,Marseille,Alimentaire,2025-09-24,32.84,1,63.12,Livree
19361,NordDrive,Lille,Pieces auto,2024-07-30,16.25,1,36.54,Livree
19362,NordDrive,Lille,Pieces auto,2023-05-01,23.68,2,69.69,Livree
19363,NordDrive,Lille,Pieces auto,2024-11-10,8.24,4,64.69,Livree
19364,MedioTex,Lille,Textile,2025-12-12,2.26,3,49.11,Livree
19365,MedioTex,Lyon,Textile,2023-08-09,26.9,1,65.2,Livree
19366,FreshMarket,Lille,Alimentaire,2023-03-06,1.67,1,16.96,Livree
19367,NordDrive,Lille,Pieces auto,2025-05-05,9.96,1,48.03,Livree
19368,NordDrive,Marseille,Pieces auto,2022-08-04,0.8,1,24.65,Retardee
19369,NordDrive,Lille,Pieces auto,2022-09-21,11.6,4,76.38,Livree
19370,NordDrive,Lyon,Pieces auto,2025-01-17,32.79,1,63.91,Retardee
19371,NordDrive,Marseille,Pieces auto,2025-06-22,7.1,1,45.38,Livree
19372,MedioTex,Lyon,Textile,2023-11-02,10.2,3,66.9,Livree
19373,NordDrive,Lyon,Pieces auto,2023-02-04,42.72,1,39.76,Livree
19374,FreshMarket,Lille,Alimentaire,2022-07-11,38.71,5,28.97,Livree
19375,MedioTex,Lyon,Textile,2025-10-10,38.29,2,49.66,Livree
19376,FreshMarket,Lille,Alimentaire,2024-06-08,12.99,4,37.76,Livree
19377,MedioTex,Lille,Textile,2022-02-27,17.59,1,9.43,Retardee
19378,MedioTex,Lille,Textile,2025-07-27,41.8,1,11.02,Livree
19379,MedioTex,Lyon,Textile,2023-07-04,41.76,1,47.53,Livree
19380,FreshMarket,Lille,Alimentaire,2022-06-12,21.66,1,53.76,Livree
19381,NordDrive,Lyon,Pieces auto,2026-04-15,2.01,3,25.5,Livree
19382,NordDrive,Lille,Pieces auto,2024-08-14,27.52,6,33.83,Livree
19383,FreshMarket,Marseille,Alimentaire,2024-08-01,33.25,2,26.04,Livree
19384,FreshMarket,Lyon,Alimentaire,2023-10-26,1.01,3,87.12,Livree
19385,FreshMarket,Lille,Alimentaire,2025-06-01,29.17,1,43.64,Incident
19386,FreshMarket,Lyon,Alimentaire,2022-03-19,17.98,4,66.61,Livree
19387,MedioTex,Lille,Textile,2022-02-04,22.6,1,22.57,Livree
19388,FreshMarket,Lyon,Alimentaire,2025-04-14,28.04,1,45.14,Livree
19389,FreshMarket,Marseille,Alimentaire,2024-01-18,13.16,1,56.21,Livree
19390,MedioTex,Marseille,Textile,2023-02-09,5.5,4,42.24,Livree
19391,MedioTex,Lille,Textile,2024-04-21,44.35,1,24.37,Livree
19392,FreshMarket,Lyon,Alimentaire,2025-10-18,34.44,1,26.09,Livree
19393,FreshMarket,Marseille,Alimentaire,2025-01-23,18.33,1,81.03,Livree
19394,FreshMarket,Marseille,Alimentaire,2022-01-22,9.83,2,55.42,Livree
19395,NordDrive,Lille,Pieces auto,2026-03-13,25.61,2,75.87,Retardee
19396,FreshMarket,Lille,Alimentaire,2025-05-25,8.71,2,13.23,Livree
19397,NordDrive,Lille,Pieces auto,2025-05-01,0.8,2,31.71,Livree
19398,NordDrive,Marseille,Pieces auto,2024-06-15,9.03,1,70.04,Livree
19399,FreshMarket,Lyon,Alimentaire,2022-06-21,42.89,2,47.81,Livree
19400,NordDrive,Lille,Pieces auto,2026-02-08,32.34,4,89.83,Livree
19401,NordDrive,Lille,Pieces auto,2022-01-07,5.82,3,31.97,Retardee
19402,MedioTex,Lyon,Textile,2026-03-31,29.67,3,74.44,Livree
19403,MedioTex,Lille,Textile,2023-07-27,37.22,2,27.74,Livree
19404,MedioTex,Lyon,Textile,2026-03-08,42.47,2,69.36,Livree
19405,MedioTex,Marseille,Textile,2023-10-17,34.68,3,63.39,Livree
19406,FreshMarket,Lyon,Alimentaire,2022-05-15,18.39,2,73.32,Livree
19407,MedioTex,Lyon,Textile,2022-07-06,2.8,2,11.76,Livree
19408,MedioTex,Lille,Textile,2025-09-01,10.99,1,49.75,Livree
19409,FreshMarket,Lyon,Alimentaire,2024-09-17,6.23,2,54.94,Livree
19410,FreshMarket,Lyon,Alimentaire,2024-09-14,42.92,1,21.64,Livree
19411,FreshMarket,Lyon,Alimentaire,2023-03-14,42.37,2,65.69,Livree
19412,MedioTex,Marseille,Textile,2023-06-22,25.97,2,29.82,Livree
19413,FreshMarket,Marseille,Alimentaire,2022-07-07,10.54,1,82.58,Livree
19414,FreshMarket,Lille,Alimentaire,2024-11-19,34.55,2,33.49,Livree
19415,FreshMarket,Lille,Alimentaire,2024-04-06,44.88,1,72.18,Livree
19416,NordDrive,Lille,Pieces auto,2025-12-03,42.78,1,76.15,Livree
19417,NordDrive,Lille,Pieces auto,2023-10-16,30.11,2,60.53,Livree
19418,MedioTex,Lille,Textile,2025-01-18,15.22,2,63.45,Retardee
19419,FreshMarket,Marseille,Alimentaire,2023-06-17,14.59,3,87.09,Livree
19420,FreshMarket,Lille,Alimentaire,2024-04-06,8.77,4,63.76,Livree
19421,FreshMarket,Lyon,Alimentaire,2024-01-28,19.57,2,81.48,Livree
19422,FreshMarket,Lille,Alimentaire,2022-10-17,44.86,3,34.54,Livree
19423,MedioTex,Lille,Textile,2023-02-25,25.51,2,73.57,Livree
19424,MedioTex,Lyon,Textile,2025-11-17,44.68,1,36.36,Livree
19425,NordDrive,Marseille,Pieces auto,2024-01-09,6.01,4,39.39,Livree
19426,FreshMarket,Marseille,Alimentaire,2024-05-17,44.73,6,90.29,Livree
19427,FreshMarket,Marseille,Alimentaire,2024-05-13,40.52,2,27.22,Livree
19428,MedioTex,Marseille,Textile,2023-09-05,36.57,3,28.43,Retardee
19429,MedioTex,Lille,Textile,2023-06-11,1.99,4,47.37,Livree
19430,MedioTex,Lille,Textile,2026-02-01,41.79,1,47.56,Livree
19431,FreshMarket,Lille,Alimentaire,2024-07-07,0.46,1,52.99,Livree
19432,NordDrive,Lyon,Pieces auto,2023-05-28,44.7,2,26.21,Livree
19433,MedioTex,Lille,Textile,2023-06-29,26.43,2,51.54,Livree
19434,MedioTex,Lyon,Textile,2026-03-14,20.19,1,47.89,Livree
19435,MedioTex,Lille,Textile,2024-01-13,21.86,1,81.22,Livree
19436,NordDrive,Lille,Pieces auto,2024-07-10,37.48,1,22.06,Livree
19437,MedioTex,Lyon,Textile,2025-07-03,7.14,5,18.88,Livree
19438,FreshMarket,Marseille,Alimentaire,2026-06-25,6.01,1,68.12,Retardee
19439,NordDrive,Marseille,Pieces auto,2025-09-05,14.92,1,83.26,Incident
19440,NordDrive,Lille,Pieces auto,2022-03-14,7.42,2,26.62,Livree
19441,NordDrive,Lyon,Pieces auto,2022-01-25,6.71,3,41.83,Livree
19442,FreshMarket,Lille,Alimentaire,2025-09-20,13.78,1,75.52,Livree
19443,FreshMarket,Lille,Alimentaire,2026-03-24,13.84,2,32.8,Livree
19444,FreshMarket,Lyon,Alimentaire,2025-11-06,40.66,2,26.7,Livree
19445,NordDrive,Lille,Pieces auto,2023-12-26,16.19,2,26.51,Livree
19446,FreshMarket,Marseille,Alimentaire,2022-05-20,39.35,1,82.06,Retardee
19447,MedioTex,Marseille,Textile,2022-03-26,32.41,2,74.39,Livree
19448,MedioTex,Marseille,Textile,2024-12-05,15.22,3,37.67,Livree
19449,MedioTex,Marseille,Textile,2024-06-05,37.01,5,87.4,Livree
19450,FreshMarket,Lyon,Alimentaire,2022-11-13,27.47,2,31.48,Livree
19451,FreshMarket,Lille,Alimentaire,2025-06-29,36.23,1,17.43,Livree
19452,FreshMarket,Lyon,Alimentaire,2025-02-19,5.44,3,16.85,Livree
19453,NordDrive,Lyon,Pieces auto,2024-05-27,16.24,3,39.21,Livree
19454,MedioTex,Lyon,Textile,2025-02-15,36.54,2,30.74,Livree
19455,NordDrive,Lyon,Pieces auto,2026-07-25,34.64,3,66.01,Livree
19456,MedioTex,Marseille,Textile,2024-08-08,9.21,2,26.36,Livree
19457,NordDrive,Marseille,Pieces auto,2025-02-12,9.67,2,18.23,Retardee
19458,MedioTex,Lille,Textile,2022-04-16,24.55,3,48.34,Livree
19459,MedioTex,Marseille,Textile,2024-08-03,27.25,1,48.64,Livree
19460,NordDrive,Lyon,Pieces auto,2024-12-02,5.77,1,12.09,Livree
19461,FreshMarket,Lille,Alimentaire,2023-07-13,25.09,1,77.4,Livree
19462,MedioTex,Lyon,Textile,2024-02-19,25.64,1,12.88,Livree
19463,MedioTex,Lyon,Textile,2022-09-11,35.12,4,19.34,Livree
19464,FreshMarket,Lyon,Alimentaire,2024-08-11,24.45,1,22.2,Livree
19465,FreshMarket,Lyon,Alimentaire,2024-09-03,24.7,3,75.44,Livree
19466,NordDrive,Lille,Pieces auto,2024-09-12,29.21,4,80.29,Livree
19467,MedioTex,Lille,Textile,2023-05-03,18.41,1,84.18,Livree
19468,MedioTex,Lille,Textile,2025-12-16,5.58,2,69.05,Livree
19469,MedioTex,Lyon,Textile,2022-11-08,41.11,3,29.44,Livree
19470,MedioTex,Lille,Textile,2022-12-15,27.99,1,8.37,Livree
19471,MedioTex,Lyon,Textile,2024-04-02,24.9,1,76.85,Livree
19472,MedioTex,Lille,Textile,2026-03-14,10.5,1,63.24,Livree
19473,FreshMarket,Lille,Alimentaire,2025-09-26,7.59,2,20.39,Livree
19474,MedioTex,Lyon,Textile,2025-06-12,6.63,2,77.24,Livree
19475,NordDrive,Lyon,Pieces auto,2025-05-19,27.84,2,10.65,Livree
19476,NordDrive,Lyon,Pieces auto,2024-08-28,2.9,2,57.14,Livree
19477,NordDrive,Lille,Pieces auto,2023-07-15,27.47,2,58.48,Livree
19478,FreshMarket,Lille,Alimentaire,2024-11-16,24.84,4,54.42,Livree
19479,MedioTex,Lyon,Textile,2024-05-07,18.35,3,19.03,Livree
19480,NordDrive,Lyon,Pieces auto,2024-10-24,21.29,1,11.84,Livree
19481,NordDrive,Lyon,Pieces auto,2025-05-06,6.22,2,19.17,Livree
19482,MedioTex,Lille,Textile,2024-05-06,27.76,4,56.49,Livree
19483,MedioTex,Lyon,Textile,2025-01-06,42.98,1,72.75,Livree
19484,MedioTex,Marseille,Textile,2023-01-13,40.46,4,71.51,Livree
19485,FreshMarket,Lyon,Alimentaire,2024-04-29,16.69,2,43.2,Livree
19486,FreshMarket,Lyon,Alimentaire,2025-11-09,40.06,2,42.5,Livree
19487,FreshMarket,Marseille,Alimentaire,2023-10-22,34.26,1,36.13,Livree
19488,NordDrive,Lille,Pieces auto,2022-06-07,20.92,3,22.11,Livree
19489,FreshMarket,Lyon,Alimentaire,2025-03-15,13.59,1,44.66,Livree
19490,FreshMarket,Marseille,Alimentaire,2023-08-30,11.35,2,20.65,Livree
